,inscription_date,birth_date,age,university,career,nombre,email,sexo,location,postal_code
1404,2020-04-07,1969-03-07,,universidad nacional de jujuy,licenciatura en psicología,kevin richards,uryan@hotmail.com,m,cuesta del ternero,
1405,2020-03-19,1961-11-02,,universidad nacional de jujuy,técnico para bioterios ,sara turner,tony91@gmail.com,f,arroyo palmar,
1406,2020-04-15,1954-10-24,,universidad nacional de jujuy,técnico para bioterios ,robert mayer,gonzalesmicheal@gmail.com,m,acheral,
1407,2020-03-13,1908-09-18,,universidad nacional de jujuy,ingeniería mecánica,jessica brooks dvm,richard47@hotmail.com,f,desvio kilometro 234,
1408,2020-02-28,1984-09-03,,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,katie black,jacobsnicole@gmail.com,f,calderon,
1409,2020-07-04,1981-09-12,,universidad nacional de jujuy,licenciatura en ciencias antropológicas,thomas parsons,shelly67@gmail.com,m,barrio la dolly,
1410,2019-11-21,2004-07-17,,universidad tecnológica nacional,licenciatura en musicoterapia,tammy foley,hollandcarrie@hotmail.com,f,azopardo,
1411,2019-11-19,1968-01-15,,universidad nacional de jujuy,licenciatura en ciencias antropológicas,lindsey solis,donald86@gmail.com,f,gobernador crespo,
1412,2020-01-31,1917-10-25,,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,joshua duran,davisdanny@yahoo.com,m,comandante granville,
1413,2020-06-30,1915-01-20,,universidad nacional de jujuy,licenciatura en terapia ocupacional,emily sosa,melissa42@yahoo.com,f,apostoles,
1414,2020-07-29,2007-11-19,,universidad nacional de jujuy,contador público ,james thornton,steven06@yahoo.com,m,achiras,
1415,2020-01-04,1944-05-31,,universidad nacional de jujuy,licenciatura en ciencia política ,stuart scott,donna98@hotmail.com,m,alto pencoso,
1416,2020-05-22,1908-08-11,,universidad tecnológica nacional,licenciatura en musicoterapia,edward escobar,calebedwards@gmail.com,m,el zurdo,
1417,2020-05-28,2009-12-22,,universidad tecnológica nacional,diseño industrial,david davis,maryclayton@gmail.com,m,chancay,
1418,2020-07-22,1995-11-12,,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,christian davis,trancatherine@hotmail.com,m,colonia matilde,
1419,2020-03-17,1936-12-05,,universidad tecnológica nacional,licenciatura en ciencias ambientales,veronica hardy,brittanycrawford@gmail.com,f,carmen de areco,
1420,2020-07-30,1989-01-17,,universidad nacional de jujuy,bioquímica,michael smith,qhenderson@yahoo.com,m,francisco madero,
1421,2020-05-21,2020-04-20,,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,john hogan,morganleonard@yahoo.com,m,ingeniero adolfo sourdeaux,
1422,2020-05-12,1939-09-12,,universidad tecnológica nacional,licenciatura en administración ,joel hampton,dcampbell@yahoo.com,m,barrio villa cordoba,
1423,2019-10-16,1907-06-20,,universidad nacional de jujuy,licenciatura en ciencias de la computación,shannon brown,katie59@gmail.com,f,cañada seca,
1424,2020-03-31,1906-06-01,,universidad tecnológica nacional,licenciatura en ciencias de la educación ,stephen owens,elizabeth50@hotmail.com,m,estacion saladas,
1425,2020-07-01,1910-10-31,,universidad nacional de jujuy,ingeniería mecánica,robert baldwin,jacob42@hotmail.com,m,agua de la piedra,
1426,2019-11-09,1956-01-14,,universidad nacional de jujuy,ingeniería mecánica,sara gonzalez,davidchurch@hotmail.com,f,anguinan,
1427,2019-12-28,1915-02-13,,universidad tecnológica nacional,ingeniería mecánica,ross erickson,julieadams@yahoo.com,m,las palmas,
1428,2020-01-18,2003-08-04,,universidad tecnológica nacional,arquitectura,ryan hayes,moniquebrown@hotmail.com,m,aldea forestal,
1429,2020-02-21,1990-12-28,,universidad tecnológica nacional,licenciatura en sociología ,henry jones,staceykennedy@hotmail.com,m,los corredores,
1430,2019-10-08,2008-09-28,,universidad tecnológica nacional,licenciatura en ciencia política ,veronica fitzgerald,leahmartinez@hotmail.com,f,trujui,
1431,2020-03-08,2021-04-13,,universidad nacional de jujuy,licenciatura en psicología,brian jones,chanrodney@hotmail.com,m,arroyo seco,
1432,2020-07-17,2015-05-21,,universidad tecnológica nacional,licenciatura en ciencias geológicas,jason bell,gloria39@yahoo.com,m,san clemente del tuyu,
1433,2020-07-28,1963-05-25,,universidad tecnológica nacional,licenciatura en ciencia política ,isabella sanders,velazquezjoshua@hotmail.com,f,altamirano,
1434,2020-04-01,1970-07-14,,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,veronica lloyd,harrismiranda@hotmail.com,f,matheu,
1435,2020-07-03,1912-02-28,,universidad tecnológica nacional,licenciatura en ciencias de la educación ,lauren lee,eddie52@gmail.com,f,bustamante,
1436,2020-04-09,2017-01-19,,universidad nacional de jujuy,contador público ,patricia castro,floresrichard@hotmail.com,f,barrio belgrano,
1437,2020-01-31,1922-05-09,,universidad nacional de jujuy,ingeniería en informática,noah gomez,asmith@gmail.com,m,meson de fierro,
1438,2020-05-09,1968-04-23,,universidad tecnológica nacional,licenciatura en ciencias antropológicas,elizabeth webb,gloria62@gmail.com,f,almirante solier,
1439,2020-07-18,2014-07-14,,universidad nacional de jujuy,licenciatura en ciencias biológicas,jill johnson,stephanieallen@yahoo.com,f,agua seballe,
1440,2020-04-22,1939-05-31,,universidad tecnológica nacional,licenciatura en artes,katie fernandez,greese@yahoo.com,f,arquedas,
1441,2019-12-18,1958-01-08,,universidad tecnológica nacional,licenciatura en sociología ,ms. jennifer jones md,hendersonamy@gmail.com,f,ingeniero allan,
1442,2020-06-10,2005-07-23,,universidad tecnológica nacional,licenciatura en administración ,ryan king,alexiskennedy@hotmail.com,m,guamini,
1443,2020-01-14,1997-07-03,,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,robin cunningham,avilajoseph@hotmail.com,f,cazon,
1444,2020-05-28,2002-06-25,,universidad tecnológica nacional,contador público ,lisa johnston,xhernandez@gmail.com,f,colonia el aguara,
1445,2020-05-16,1924-10-07,,universidad nacional de jujuy,licenciatura en ciencias ambientales,elizabeth cruz,badams@hotmail.com,f,la sara,
1446,2020-02-25,1926-09-23,,universidad nacional de jujuy,licenciatura en artes,julie ruiz,cwalker@gmail.com,f,colonia valdez,
1447,2020-02-12,1967-06-05,,universidad nacional de jujuy,medicina,lauren taylor,gstanley@gmail.com,f,bealistock,
1448,2020-07-23,1992-08-19,,universidad tecnológica nacional,diseño industrial,amy freeman,oconnellpatrick@hotmail.com,f,bella vista,
1449,2020-01-17,1929-05-16,,universidad nacional de jujuy,medicina,mario garcia,michelle33@gmail.com,m,colonia gobernador ayala,
1450,2020-07-08,1948-06-20,,universidad nacional de jujuy,actuario ,tiffany mccarthy,ymartinez@hotmail.com,f,cañadon ferrais,
1451,2019-11-09,1974-07-19,,universidad tecnológica nacional,diseño industrial,ethan allen,nicole32@gmail.com,m,florencio varela,
1452,2020-07-15,1956-06-02,,universidad tecnológica nacional,licenciatura en terapia ocupacional,michael montgomery,ucampbell@yahoo.com,m,barrio gral jose de san martin,
1453,2020-06-14,1961-07-01,,universidad nacional de jujuy,licenciatura en ciencias ambientales,cynthia zimmerman,kristinemorris@hotmail.com,f,buena esperanza,
1454,2019-10-27,1981-02-25,,universidad nacional de jujuy,licenciatura en psicología,joan potter,smithjason@hotmail.com,f,la lucila,
1455,2020-07-07,1980-11-29,,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,michael franklin,mbullock@gmail.com,m,fuerte quemado,
1456,2020-01-24,2009-01-11,,universidad nacional de jujuy,bioquímica,jennifer rosales,andrew98@hotmail.com,f,arenaza,
1457,2020-01-31,1980-08-18,,universidad tecnológica nacional,licenciatura en ciencias de la educación ,michelle carrillo,mark26@gmail.com,f,frigorifico cap,
1458,2020-03-20,1909-02-24,,universidad tecnológica nacional,agronomía,william snyder jr.,btownsend@hotmail.com,m,san isidro,
1459,2020-07-18,1994-01-25,,universidad nacional de jujuy,licenciatura en sociología ,christina smith,alan15@yahoo.com,f,cooper,
1460,2019-11-27,1913-06-10,,universidad tecnológica nacional,licenciatura en artes,carlos richardson,larsonkatrina@gmail.com,m,agua verde,
1461,2020-07-23,1958-08-07,,universidad tecnológica nacional,medicina,mason west,emily33@gmail.com,m,alcaraz sud,
1462,2020-03-20,1957-06-06,,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,nicholas rogers,simpsonlisa@yahoo.com,m,la viticola,
1463,2020-04-26,1978-06-30,,universidad tecnológica nacional,licenciatura en ciencias de la computación,monique williams,georgetimothy@gmail.com,f,estacion de zootecnia b,
1464,2020-01-21,2003-12-04,,universidad nacional de jujuy,contador público ,michele obrien,millermichael@gmail.com,f,villa el chocon,
1465,2020-02-02,2010-09-14,,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,michele yang,kari89@gmail.com,f,angelica,
1466,2019-11-18,1955-12-22,,universidad nacional de jujuy,licenciatura en ciencias ambientales,mark wilson,aharris@gmail.com,m,gregorio de laferrere,
1467,2020-06-21,1912-09-15,,universidad tecnológica nacional,licenciatura en ciencias geológicas,kevin wong,carly99@hotmail.com,m,base aeronaval punta indio,
1468,2020-02-07,1942-10-10,,universidad nacional de jujuy,licenciatura en ciencia política ,david nguyen md,greendaisy@yahoo.com,m,aicuña,
1469,2020-07-31,1939-11-28,,universidad tecnológica nacional,bioquímica,colleen bradley,triciastephenson@hotmail.com,f,cutral co,
1470,2020-05-22,1938-04-18,,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,laura parker,jenna77@hotmail.com,f,chavarria,
1471,2019-10-07,1953-06-20,,universidad nacional de jujuy,ingeniería mecánica,ashley white,miranda89@yahoo.com,f,colonia dos rosas y la legua,
1472,2019-11-16,1947-11-29,,universidad tecnológica nacional,licenciatura en ciencias de la educación ,brandon rodriguez,rwood@yahoo.com,m,el remanso,
1473,2020-02-29,1975-06-22,,universidad nacional de jujuy,medicina,brianna chambers,waynevaldez@gmail.com,f,angelita,
1474,2020-04-25,2002-10-08,,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,alexander roberts,phillipsregina@hotmail.com,m,bme bavio gral mansilla,
1475,2020-04-12,2009-03-04,,universidad tecnológica nacional,contador público ,mark smith,jeffrey88@hotmail.com,m,el cipres,
1476,2020-01-03,1916-04-03,,universidad tecnológica nacional,diseño de imagen y sonido,shelley ruiz,jhudson@yahoo.com,f,la oriental,
1477,2020-04-04,1980-09-25,,universidad nacional de jujuy,licenciatura en ciencias geológicas,amanda allison,bradley81@hotmail.com,f,estacion moreno,
1478,2020-06-23,2016-07-15,,universidad tecnológica nacional,actuario ,brittany bell,baileyrachel@hotmail.com,f,jose leon suarez,
1479,2020-05-27,1966-09-07,,universidad nacional de jujuy,licenciatura en producción de bioimagenes,joshua medina,scollins@gmail.com,m,aldea apeleg,
1480,2020-07-15,1911-01-02,,universidad tecnológica nacional,diseño de imagen y sonido,chase jones,kphelps@yahoo.com,m,villa olivari,
1481,2020-05-29,1962-04-01,,universidad tecnológica nacional,ingeniería en informática,phillip holloway,xrice@gmail.com,m,algarrobo grande,
1482,2019-10-15,1950-11-24,,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,edwin johnson,morandarlene@gmail.com,m,12 de octubre,
1483,2020-03-12,1972-03-05,,universidad nacional de jujuy,licenciatura en administración ,jody wright,hoffmanelizabeth@hotmail.com,f,villa raffo,
1484,2020-05-03,1969-04-04,,universidad nacional de jujuy,licenciatura en ciencias de la computación,blake arnold,olsonkathryn@gmail.com,m,colonia hernandarias,
1485,2019-12-18,1958-12-24,,universidad nacional de jujuy,licenciatura en administración ,scott shannon,farmstrong@hotmail.com,m,alejandro petion,
1486,2020-01-02,1957-04-01,,universidad tecnológica nacional,licenciatura en ciencias biológicas,anita may,william24@yahoo.com,f,barrio parque leloir,
1487,2020-07-27,1970-04-22,,universidad tecnológica nacional,ingeniería mecánica,lauren wallace,jasonpowell@hotmail.com,f,aldea apeleg,
1488,2019-10-01,1973-09-06,,universidad tecnológica nacional,diseño industrial,stephanie bailey,johnsonaaron@yahoo.com,f,firmat,
1489,2020-06-01,1911-08-22,,universidad tecnológica nacional,contador público ,michael martin,johnsonryan@gmail.com,m,ricardo rojas,
1490,2019-11-12,2000-10-21,,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,natalie olsen,zsweeney@yahoo.com,f,francisco paz,
1491,2019-11-21,1973-03-07,,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,william wright,wharper@hotmail.com,m,villa lerga,
1492,2020-06-06,2011-01-08,,universidad tecnológica nacional,agronomía,james patton,efoster@hotmail.com,m,arroyo claro,
1493,2020-05-22,2019-02-16,,universidad nacional de jujuy,ciencias veterinarias,lindsey flowers,scottmichael@hotmail.com,f,cachiyuyal,
1494,2020-05-25,1958-11-15,,universidad nacional de jujuy,licenciatura en producción de bioimagenes,carolyn gilbert,slewis@yahoo.com,f,colonia josefa,
1495,2020-01-09,2014-12-19,,universidad nacional de jujuy,licenciatura en terapia ocupacional,christine walker,brian84@gmail.com,f,comodoro py,
1496,2020-05-01,1930-02-19,,universidad nacional de jujuy,farmacia,holly wilson,gbrown@gmail.com,f,arrayanal,
1497,2020-03-23,1998-10-25,,universidad nacional de jujuy,ingeniería en informática,glen jackson,raymondhowell@yahoo.com,m,antonio tomas sud,
1498,2020-03-11,1916-03-17,,universidad tecnológica nacional,licenciatura en ciencias geológicas,audrey willis,tfowler@yahoo.com,f,bolivar,
1499,2020-03-07,1997-06-17,,universidad tecnológica nacional,arquitectura,james perez,lthompson@hotmail.com,m,cañada seca,
1500,2019-12-31,1936-01-19,,universidad tecnológica nacional,contador público ,joanna anderson,howarddarrell@yahoo.com,f,barrientos,
1501,2020-05-27,1925-05-18,,universidad nacional de jujuy,actuario ,danny everett,tiffanybell@gmail.com,m,8 de diciembre,
1502,2020-01-27,1908-08-02,,universidad tecnológica nacional,licenciatura en artes,kaylee hawkins,kaylaclark@hotmail.com,f,cañada del ucle,
1503,2020-05-09,1917-01-31,,universidad nacional de jujuy,licenciatura en producción de bioimagenes,mr. darrell clark,steven90@hotmail.com,m,buena esperanza,
1504,2020-05-13,1994-06-19,,universidad nacional de jujuy,licenciatura en terapia ocupacional,amy hill,ahernandez@gmail.com,f,kilometro 112,
1505,2020-01-06,1911-04-23,,universidad nacional de jujuy,licenciatura en psicología,christopher tanner,hsmith@hotmail.com,m,chapi talo,
1506,2019-10-29,1915-11-14,,universidad tecnológica nacional,ingeniería electrónica,belinda keller,paula60@yahoo.com,f,adolfo alsina,
1507,2020-04-08,1984-12-10,,universidad tecnológica nacional,licenciatura en ciencias de la computación,jeffrey banks,cookjonathan@yahoo.com,m,domselaar,
1508,2020-06-23,1985-08-15,,universidad nacional de jujuy,licenciatura en artes,jon butler,joshua52@hotmail.com,m,alarcon,
1509,2020-03-12,1959-04-06,,universidad tecnológica nacional,actuario ,robin adams,wagnerdaniel@yahoo.com,f,rawson,
1510,2020-07-11,1929-12-08,,universidad nacional de jujuy,licenciatura en artes,steven lynn,apriljackson@hotmail.com,m,argentina belvedere,
1511,2020-02-19,1909-09-01,,universidad nacional de jujuy,licenciatura en ciencias geológicas,sheila buckley,sherrialexander@yahoo.com,f,arroyo aguas blancas,
1512,2020-02-24,2020-03-16,,universidad nacional de jujuy,licenciatura en musicoterapia,mark luna,justinbartlett@hotmail.com,m,agua negra,
1513,2020-02-28,2011-01-24,,universidad tecnológica nacional,licenciatura en ciencia política ,michael thompson,brittney29@gmail.com,m,el pampero,
1514,2020-01-29,1928-09-16,,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,juan daniels,meyersamantha@hotmail.com,m,adolfo van praet,
1515,2020-04-05,2010-04-11,,universidad tecnológica nacional,licenciatura en ciencias antropológicas,julia pacheco,rstokes@hotmail.com,f,arturo segui,
1516,2020-06-07,1930-05-01,,universidad nacional de jujuy,licenciatura en ciencias de la educación ,michele moore,martineztracey@yahoo.com,f,temperley,
1517,2020-02-09,1989-09-18,,universidad tecnológica nacional,diseño de imagen y sonido,theresa campbell,anthony51@gmail.com,f,arrechea,
1518,2020-04-27,1920-03-18,,universidad nacional de jujuy,bioquímica,erin morales,johnross@hotmail.com,f,san clemente del tuyu,
1519,2020-01-25,1991-01-22,,universidad nacional de jujuy,licenciatura en sociología ,olivia marshall,kimberlyhill@gmail.com,f,adan quiroga,
1520,2020-04-01,1936-02-14,,universidad nacional de jujuy,licenciatura en sociología ,patrick terry,abrowning@gmail.com,m,campo aristimuño,
1521,2019-10-28,1992-11-14,,universidad tecnológica nacional,bioquímica,kayla ellison,susan64@hotmail.com,f,angeloni,
